title,published_on,link,iframe
Quarterly Sales Planning That Actually Increases Results,"Published on September 28, 2021 at 1:00 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/d231da11-5ac5-44e4-ab54-0477a92c96ee,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/d231da11-5ac5-44e4-ab54-0477a92c96ee/ep/d231da11-5ac5-44e4-ab54-0477a92c96ee""></script>
<div class=""redcirclePlayer-d231da11-5ac5-44e4-ab54-0477a92c96ee""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
How to Stop Being Afraid to Sell,"Published on September 21, 2021 at 5:09 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/28e62f16-31d7-4583-be22-b8110003bac2,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/28e62f16-31d7-4583-be22-b8110003bac2/ep/28e62f16-31d7-4583-be22-b8110003bac2""></script>
<div class=""redcirclePlayer-28e62f16-31d7-4583-be22-b8110003bac2""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Intuitive Selling,"Published on September 14, 2021 at 4:36 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/358c7f88-baba-4875-b566-98395f6acb81,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/358c7f88-baba-4875-b566-98395f6acb81/ep/358c7f88-baba-4875-b566-98395f6acb81""></script>
<div class=""redcirclePlayer-358c7f88-baba-4875-b566-98395f6acb81""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
3 Strategies to a Million Dollar Network,"Published on September 7, 2021 at 3:40 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/553d3b72-ea7d-44a5-8149-d17a806307b0,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/553d3b72-ea7d-44a5-8149-d17a806307b0/ep/553d3b72-ea7d-44a5-8149-d17a806307b0""></script>
<div class=""redcirclePlayer-553d3b72-ea7d-44a5-8149-d17a806307b0""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Servant Leadership & Sales,"Published on August 31, 2021 at 6:22 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/334e7edf-8131-4df8-8807-885bfc4db440,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/334e7edf-8131-4df8-8807-885bfc4db440/ep/334e7edf-8131-4df8-8807-885bfc4db440""></script>
<div class=""redcirclePlayer-334e7edf-8131-4df8-8807-885bfc4db440""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
McDonald's Sales Strategy,"Published on August 24, 2021 at 1:30 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/bc850c8b-69f2-4887-823b-3b1d0356f83c,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/bc850c8b-69f2-4887-823b-3b1d0356f83c/ep/bc850c8b-69f2-4887-823b-3b1d0356f83c""></script>
<div class=""redcirclePlayer-bc850c8b-69f2-4887-823b-3b1d0356f83c""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
What You Need to Know to Be Successful at  Selling,"Published on August 17, 2021 at 4:26 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/d65a5fc6-eb52-40b1-a94f-be6b6a856490,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/d65a5fc6-eb52-40b1-a94f-be6b6a856490/ep/d65a5fc6-eb52-40b1-a94f-be6b6a856490""></script>
<div class=""redcirclePlayer-d65a5fc6-eb52-40b1-a94f-be6b6a856490""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Story Selling,"Published on August 10, 2021 at 1:36 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/bfe98c13-a9fa-4cf7-bc95-e595196dbd33,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/bfe98c13-a9fa-4cf7-bc95-e595196dbd33/ep/bfe98c13-a9fa-4cf7-bc95-e595196dbd33""></script>
<div class=""redcirclePlayer-bfe98c13-a9fa-4cf7-bc95-e595196dbd33""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
3 Simple Strategies to Sell Out Masterminds (feat. Mark Keene),"Published on August 3, 2021 at 5:30 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/2fffb18b-0654-42d8-9e9a-612ba2bec224,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/2fffb18b-0654-42d8-9e9a-612ba2bec224/ep/2fffb18b-0654-42d8-9e9a-612ba2bec224""></script>
<div class=""redcirclePlayer-2fffb18b-0654-42d8-9e9a-612ba2bec224""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Marketing & Sales: Creating Harmony with Your Campaigns,"Published on July 27, 2021 at 2:00 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/5528f689-59ce-4737-8485-26e6b16fe9d7,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/5528f689-59ce-4737-8485-26e6b16fe9d7/ep/5528f689-59ce-4737-8485-26e6b16fe9d7""></script>
<div class=""redcirclePlayer-5528f689-59ce-4737-8485-26e6b16fe9d7""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
3 Reasons Why You Struggle to Sell,"Published on July 20, 2021 at 1:30 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/bc359240-1afd-4702-bbdb-99a2f1fea4a9,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/bc359240-1afd-4702-bbdb-99a2f1fea4a9/ep/bc359240-1afd-4702-bbdb-99a2f1fea4a9""></script>
<div class=""redcirclePlayer-bc359240-1afd-4702-bbdb-99a2f1fea4a9""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
5 Simple Strategies to Deal with Sales Rejection,"Published on July 13, 2021 at 1:30 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/dd8887f9-a6e5-4eef-bfa2-6361f6842327,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/dd8887f9-a6e5-4eef-bfa2-6361f6842327/ep/dd8887f9-a6e5-4eef-bfa2-6361f6842327""></script>
<div class=""redcirclePlayer-dd8887f9-a6e5-4eef-bfa2-6361f6842327""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
5 Sales Myths You Need to Know,"Published on July 6, 2021 at 1:30 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/d5e399e1-1c8e-4f11-937f-4ac73181ad21,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/d5e399e1-1c8e-4f11-937f-4ac73181ad21/ep/d5e399e1-1c8e-4f11-937f-4ac73181ad21""></script>
<div class=""redcirclePlayer-d5e399e1-1c8e-4f11-937f-4ac73181ad21""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
The Journey to 100 Episodes,"Published on June 29, 2021 at 2:30 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/0fb7944c-deee-454b-93f2-916cc24662ba,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/0fb7944c-deee-454b-93f2-916cc24662ba/ep/0fb7944c-deee-454b-93f2-916cc24662ba""></script>
<div class=""redcirclePlayer-0fb7944c-deee-454b-93f2-916cc24662ba""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
What Every Customer Really Wants From Your Business,"Published on June 22, 2021 at 1:00 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/d2573996-0102-49c2-ac8c-c61d9a1cd42c,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/d2573996-0102-49c2-ac8c-c61d9a1cd42c/ep/d2573996-0102-49c2-ac8c-c61d9a1cd42c""></script>
<div class=""redcirclePlayer-d2573996-0102-49c2-ac8c-c61d9a1cd42c""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
The Secret That the Smartest Entrepreneurs Use to Scale Their Business,"Published on June 15, 2021 at 1:00 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/16d52b1f-2d41-4280-9694-9c9a71994283,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/16d52b1f-2d41-4280-9694-9c9a71994283/ep/16d52b1f-2d41-4280-9694-9c9a71994283""></script>
<div class=""redcirclePlayer-16d52b1f-2d41-4280-9694-9c9a71994283""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
ClubHouse Sales Strategies - An Update On How to Get High Quality Leads and Clients,"Published on June 8, 2021 at 1:30 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/43207e0c-1753-412b-86b3-28974e6a43dc,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/43207e0c-1753-412b-86b3-28974e6a43dc/ep/43207e0c-1753-412b-86b3-28974e6a43dc""></script>
<div class=""redcirclePlayer-43207e0c-1753-412b-86b3-28974e6a43dc""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
The Single Biggest Lie You Need to Stop Telling Yourself Right Now,"Published on June 1, 2021 at 4:30 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/924c90f7-f11c-41e4-9e3d-2cc224033a8e,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/924c90f7-f11c-41e4-9e3d-2cc224033a8e/ep/924c90f7-f11c-41e4-9e3d-2cc224033a8e""></script>
<div class=""redcirclePlayer-924c90f7-f11c-41e4-9e3d-2cc224033a8e""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
3 Biggest Mistakes that Kill Your Sales and Simple Ways to Fix it Now,"Published on May 25, 2021 at 6:21 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/e01ff917-1ba1-4514-b6cc-63e12b63411e,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/e01ff917-1ba1-4514-b6cc-63e12b63411e/ep/e01ff917-1ba1-4514-b6cc-63e12b63411e""></script>
<div class=""redcirclePlayer-e01ff917-1ba1-4514-b6cc-63e12b63411e""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
How to Get Your Next 100 Leads Even If You Are Pivoting or Starting From Zero,"Published on May 18, 2021 at 1:30 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/ae56bf95-9323-4cd9-a5d7-1fa99966850b,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/ae56bf95-9323-4cd9-a5d7-1fa99966850b/ep/ae56bf95-9323-4cd9-a5d7-1fa99966850b""></script>
<div class=""redcirclePlayer-ae56bf95-9323-4cd9-a5d7-1fa99966850b""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Selling 4X More Than the Average Realtor (During a Pandemic) feat. Kendra Conyers,"Published on May 11, 2021 at 1:30 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/d255212c-f969-4988-aade-4e330f2302d1,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/d255212c-f969-4988-aade-4e330f2302d1/ep/d255212c-f969-4988-aade-4e330f2302d1""></script>
<div class=""redcirclePlayer-d255212c-f969-4988-aade-4e330f2302d1""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
How to Successfully Pre-sell Your Offer Without Complicated Strategies,"Published on May 4, 2021 at 4:58 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/7ebf4ae9-cc1a-4ddf-b8a8-114e41ebecd5,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/7ebf4ae9-cc1a-4ddf-b8a8-114e41ebecd5/ep/7ebf4ae9-cc1a-4ddf-b8a8-114e41ebecd5""></script>
<div class=""redcirclePlayer-7ebf4ae9-cc1a-4ddf-b8a8-114e41ebecd5""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Selling Once For Ongoing Monthly Recurring Revenue,"Published on April 27, 2021 at 1:00 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/05f04fb5-784b-42b5-b67f-fb28cd0413d0,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/05f04fb5-784b-42b5-b67f-fb28cd0413d0/ep/05f04fb5-784b-42b5-b67f-fb28cd0413d0""></script>
<div class=""redcirclePlayer-05f04fb5-784b-42b5-b67f-fb28cd0413d0""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Leverage Time Using Courses and Memberships to Increase Sales,"Published on April 20, 2021 at 1:00 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/f535cba2-2e87-473a-baa7-a217a7a45a9f,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/f535cba2-2e87-473a-baa7-a217a7a45a9f/ep/f535cba2-2e87-473a-baa7-a217a7a45a9f""></script>
<div class=""redcirclePlayer-f535cba2-2e87-473a-baa7-a217a7a45a9f""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Which Metric Could Be Causing More Work for You Without You Realizing It,"Published on April 13, 2021 at 5:25 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/9bdfccf2-5223-45c9-b753-9844b80d71e4,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/9bdfccf2-5223-45c9-b753-9844b80d71e4/ep/9bdfccf2-5223-45c9-b753-9844b80d71e4""></script>
<div class=""redcirclePlayer-9bdfccf2-5223-45c9-b753-9844b80d71e4""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
7 Income Streams to Help You Create Millionaire Level Wealth,"Published on April 6, 2021 at 1:00 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/4b3b6b92-f29c-42aa-965a-872ce1bace1a,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/4b3b6b92-f29c-42aa-965a-872ce1bace1a/ep/4b3b6b92-f29c-42aa-965a-872ce1bace1a""></script>
<div class=""redcirclePlayer-4b3b6b92-f29c-42aa-965a-872ce1bace1a""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Why Sales Conversations Go Horribly Wrong,"Published on March 30, 2021 at 1:00 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/35ef98f0-bb5c-4ce1-b8d9-0eaa3af9b327,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/35ef98f0-bb5c-4ce1-b8d9-0eaa3af9b327/ep/35ef98f0-bb5c-4ce1-b8d9-0eaa3af9b327""></script>
<div class=""redcirclePlayer-35ef98f0-bb5c-4ce1-b8d9-0eaa3af9b327""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
